Transaction Date,Post Date,Description,Category,Type,Amount,Memo
12/01/2024,12/03/2024,STARBUCKS 58439 3400408,Food & Drink,Sale,-11.68,
12/01/2024,12/02/2024,OVH US LLC,Professional Services,Sale,-20.40,
12/01/2024,12/02/2024,SHOPIFY* 301916941,Shopping,Sale,-42.47,
12/01/2024,12/01/2024,AUTOMATIC PAYMENT - THANK,,Payment,2174.92,
11/28/2024,12/01/2024,KOSHER BAGEL HOLE,Food & Drink,Sale,-26.46,
11/28/2024,11/28/2024,LYFT   *1 RIDE 11-26,Travel,Sale,-10.70,
11/26/2024,11/27/2024,TST* JUS BY JULIE - BK 13,Food & Drink,Sale,-17.51,
11/25/2024,11/26/2024,UBER   *TRIP,Travel,Sale,-12.40,
11/25/2024,11/26/2024,SQ *WAFELS &amp; DINGES - BRY,Food & Drink,Sale,-17.37,
11/25/2024,11/26/2024,APPLE.COM/BILL,Shopping,Sale,-1.29,
11/25/2024,11/26/2024,SQ *PICKLE ME PETE LLC,Groceries,Sale,-14.00,
11/25/2024,11/26/2024,BREW AND BITE CAFE,Food & Drink,Sale,-5.43,
11/25/2024,11/26/2024,SQ *JKCSNY INC,Food & Drink,Sale,-23.95,
11/25/2024,11/25/2024,UBER   *TRIP,Travel,Sale,-9.35,
11/24/2024,11/25/2024,7-ELEVEN 36802,Gas,Sale,-2.79,
11/25/2024,11/25/2024,MABAT STEAKHOUSE,Food & Drink,Sale,-105.05,
11/22/2024,11/24/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
11/23/2024,11/24/2024,UBER   *TRIP,Travel,Sale,-9.04,
11/21/2024,11/24/2024,SUSHI SASABUNE,Food & Drink,Sale,-152.47,
11/22/2024,11/22/2024,UBER   *TRIP,Travel,Sale,-30.65,
11/21/2024,11/22/2024,SQ *FILAGA,Food & Drink,Sale,-5.44,
11/20/2024,11/21/2024,PAPERIFIC SUPERMARKET,Groceries,Sale,-23.66,
11/19/2024,11/20/2024,BREW AND BITE CAFE,Food & Drink,Sale,-5.43,
11/19/2024,11/20/2024,7-ELEVEN 33704,Gas,Sale,-5.83,
11/19/2024,11/20/2024,SCHREIBERS AVE M,Food & Drink,Sale,-3.00,
11/19/2024,11/20/2024,TST* JUS BY JULIE - BK 13,Food & Drink,Sale,-17.51,
11/19/2024,11/19/2024,UBER   *EATS,Food & Drink,Sale,-22.41,
11/17/2024,11/19/2024,ANITA GELATO,Food & Drink,Sale,-9.25,
11/18/2024,11/19/2024,BREW AND BITE CAFE,Food & Drink,Sale,-1.36,
11/18/2024,11/19/2024,MIAS BAKERY BROOKLYN,Food & Drink,Sale,-25.23,
11/17/2024,11/18/2024,APPLE.COM/BILL,Shopping,Sale,-3.26,
11/17/2024,11/18/2024,TST* SIENA RISTORANTE,Food & Drink,Sale,-167.54,
11/17/2024,11/17/2024,LYFT   *1 RIDE 11-15,Travel,Sale,-11.48,
11/15/2024,11/15/2024,UBER   *TRIP,Travel,Sale,-5.44,
11/15/2024,11/15/2024,UBER   *TRIP,Travel,Sale,-24.51,
11/13/2024,11/14/2024,GOOGLE *YT Primetime,Shopping,Sale,-16.99,
11/13/2024,11/14/2024,APPLE.COM/BILL,Shopping,Return,2.03,
11/12/2024,11/14/2024,SESAME BORO PARK,Groceries,Sale,-11.43,
11/14/2024,11/14/2024,UBER   *EATS,Food & Drink,Sale,-26.93,
11/13/2024,11/14/2024,BREW AND BITE CAFE,Food & Drink,Sale,-5.43,
11/13/2024,11/13/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
11/12/2024,11/13/2024,APPLE.COM/BILL,Shopping,Sale,-2.17,
11/11/2024,11/13/2024,STINKY BUDS,Groceries,Sale,-10.40,
11/12/2024,11/13/2024,DUNKIN #349671 Q35,Food & Drink,Sale,-5.53,
11/11/2024,11/12/2024,DUNKIN #365295,Food & Drink,Sale,-2.17,
11/10/2024,11/11/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
11/09/2024,11/11/2024,TARGET        00022129,Shopping,Sale,-2.60,
11/10/2024,11/11/2024,PRODUCE MARKET 2000,Groceries,Sale,-42.92,
11/10/2024,11/11/2024,7-ELEVEN 36802,Gas,Sale,-6.98,
11/10/2024,11/11/2024,DUNKIN #365295,Food & Drink,Sale,-9.97,
11/09/2024,11/11/2024,STINKY BUDS,Groceries,Sale,-10.40,
11/07/2024,11/10/2024,SESAME BORO PARK,Groceries,Sale,-11.69,
11/10/2024,11/10/2024,GOOGLE *YouTubePremium,Shopping,Sale,-13.99,
11/08/2024,11/10/2024,7-ELEVEN 33704,Gas,Sale,-2.69,
11/08/2024,11/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
11/08/2024,11/10/2024,7-ELEVEN 36802,Gas,Sale,-2.79,
11/08/2024,11/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
11/07/2024,11/10/2024,BOEUF AND BUN,Food & Drink,Sale,-133.17,
11/07/2024,11/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
11/07/2024,11/08/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
11/06/2024,11/08/2024,SESAME BORO PARK,Groceries,Sale,-3.50,
11/07/2024,11/08/2024,JOE  THE JUICE NEW YORK,Food & Drink,Sale,-12.96,
11/07/2024,11/08/2024,SPOTHERO 844-356-8054,Travel,Sale,-26.44,
11/06/2024,11/07/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
11/06/2024,11/07/2024,TST* JUS BY JULIE - BK 13,Food & Drink,Sale,-17.51,
11/05/2024,11/07/2024,NICK'S TOMATO C PBI,Food & Drink,Sale,-18.04,
11/06/2024,11/07/2024,STINKY BUDS,Groceries,Sale,-10.40,
11/05/2024,11/07/2024,PGA THE MKT,Food & Drink,Sale,-15.41,
11/05/2024,11/07/2024,TST*PURA VIDA WPB,Food & Drink,Sale,-45.92,
11/07/2024,11/07/2024,LYFT   *3 RIDES 11-05,Travel,Sale,-57.35,
11/05/2024,11/07/2024,CHILI'S PBI,Food & Drink,Sale,-2.99,
11/06/2024,11/07/2024,DD/BR #307515 Q35,Food & Drink,Sale,-2.17,
11/05/2024,11/06/2024,TST*SALTY DONUT WEST PAL,Groceries,Sale,-4.60,
11/04/2024,11/06/2024,PGA ESTATES PROSHOP,Shopping,Sale,-1122.44,
11/05/2024,11/06/2024,APPLE.COM/BILL,Shopping,Sale,-21.78,
11/04/2024,11/06/2024,PGA WAVE,Food & Drink,Sale,-17.98,
11/05/2024,11/06/2024,PUBLIX #848,Groceries,Sale,-4.15,
11/03/2024,11/05/2024,PGA HONEYBELLE,Food & Drink,Sale,-52.01,
11/03/2024,11/05/2024,PGA THE MKT,Food & Drink,Sale,-7.70,
11/03/2024,11/04/2024,UBER   *TRIP,Travel,Sale,-43.87,
11/03/2024,11/04/2024,7-ELEVEN 36802,Gas,Sale,-12.76,
11/03/2024,11/04/2024,ELEV8ED,Shopping,Sale,-26.74,
11/03/2024,11/04/2024,UBER   *TRIP,Travel,Sale,-7.89,
11/02/2024,11/04/2024,STINKY BUDS,Groceries,Sale,-10.40,
11/03/2024,11/04/2024,BENNY`S BRICK OVEN PIZZA,Food & Drink,Sale,-8.45,
11/01/2024,11/03/2024,OVH US LLC,Professional Services,Sale,-20.40,
11/01/2024,11/03/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
11/01/2024,11/03/2024,APPLE.COM/BILL,Shopping,Return,25.61,
11/02/2024,11/03/2024,TEMPURA,Food & Drink,Sale,-287.39,
11/01/2024,11/03/2024,DUNKIN #365295,Food & Drink,Sale,-7.06,
11/01/2024,11/03/2024,UBER   *TRIP,Travel,Sale,-7.05,
11/01/2024,11/03/2024,SHOPIFY* 291161857,Shopping,Sale,-1.09,
10/31/2024,11/01/2024,TST*MARGEZ GRILL HOUSE,Food & Drink,Sale,-209.94,
10/31/2024,11/01/2024,TST* JUS BY JULIE - BK 13,Food & Drink,Sale,-17.51,
10/30/2024,10/31/2024,FALAFEL TANAMI,Food & Drink,Sale,-12.47,
10/29/2024,10/31/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
10/29/2024,10/31/2024,SESAME BORO PARK,Groceries,Sale,-12.25,
10/30/2024,10/31/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
10/30/2024,10/31/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
10/29/2024,10/31/2024,YB FARM,Groceries,Sale,-5.17,
10/28/2024,10/30/2024,SESAME BORO PARK,Groceries,Sale,-14.50,
10/29/2024,10/30/2024,STINKY BUDS,Groceries,Sale,-62.40,
10/29/2024,10/30/2024,SQ *GIL'S GRILL AND DELI,Food & Drink,Sale,-2.25,
10/28/2024,10/29/2024,STINKY BUDS,Groceries,Sale,-10.40,
10/27/2024,10/29/2024,7-ELEVEN 33704,Gas,Sale,-17.61,
10/27/2024,10/29/2024,7-ELEVEN 36802,Gas,Sale,-2.38,
10/28/2024,10/29/2024,UBER   *EATS,Food & Drink,Sale,-39.45,
10/27/2024,10/28/2024,FALAFEL TANAMI,Food & Drink,Sale,-10.39,
10/26/2024,10/28/2024,STINKY BUDS,Groceries,Sale,-10.40,
10/25/2024,10/25/2024,LYFT   *1 RIDE 10-23,Travel,Sale,-19.76,
10/23/2024,10/24/2024,SQ *MARINE PARK GOLF COUR,Food & Drink,Sale,-5.50,
10/23/2024,10/24/2024,STINKY BUDS,Groceries,Sale,-10.40,
10/22/2024,10/24/2024,TST*ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
10/21/2024,10/23/2024,STINKY BUDS,Groceries,Sale,-10.40,
10/20/2024,10/22/2024,NUTS FACTORY,Shopping,Sale,-1.96,
10/21/2024,10/22/2024,STINKY BUDS,Groceries,Sale,-10.40,
10/22/2024,10/22/2024,UBER   *EATS,Food & Drink,Sale,-20.78,
10/20/2024,10/22/2024,SUNOCO 0007164713,Gas,Sale,-14.26,
10/20/2024,10/22/2024,SESAME FLATBUSH,Groceries,Sale,-11.98,
10/21/2024,10/21/2024,Payment Thank You-Mobile,,Payment,4358.19,
10/20/2024,10/21/2024,TST*MAGNOLIA BAKERY - BL,Food & Drink,Sale,-12.94,
10/20/2024,10/21/2024,7-ELEVEN 33680,Gas,Sale,-9.21,
10/19/2024,10/21/2024,CLOUD CITY ORGANIC CONVEN,Shopping,Sale,-61.57,
10/20/2024,10/21/2024,SQ *BLACK FOX COFFEE,Food & Drink,Sale,-8.71,
10/20/2024,10/21/2024,JOE  THE JUICE NEW YORK,Food & Drink,Sale,-25.91,
10/16/2024,10/18/2024,LEES DELI USA INC,Food & Drink,Sale,-7.63,
10/16/2024,10/18/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
10/16/2024,10/17/2024,TST*ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
10/15/2024,10/17/2024,Highway Smoke,Groceries,Sale,-10.40,
10/16/2024,10/17/2024,STINKY BUDS,Groceries,Sale,-10.40,
10/16/2024,10/17/2024,DUNKIN #349671 Q35,Food & Drink,Sale,-2.17,
10/15/2024,10/16/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
10/14/2024,10/15/2024,BREW AND BITE CAFE,Food & Drink,Sale,-5.43,
10/13/2024,10/15/2024,EXXON BOLLA OPEATING C,Gas,Sale,-2.99,
10/14/2024,10/15/2024,GOLF ARCCOS,Shopping,Return,155.88,
10/14/2024,10/15/2024,GOOGLE *YT Primetime,Shopping,Sale,-14.99,
10/14/2024,10/15/2024,UBER   *EATS,Food & Drink,Sale,-38.67,
10/13/2024,10/14/2024,GLF*MARINEPARKGC,Entertainment,Sale,-44.64,
10/12/2024,10/14/2024,GLF*MARINEPARKGC,Entertainment,Sale,-114.98,
10/13/2024,10/14/2024,APPLE.COM/BILL,Shopping,Sale,-78.38,
10/14/2024,10/14/2024,UBER   *EATS,Food & Drink,Sale,-10.89,
10/11/2024,10/13/2024,SUKKAH,Shopping,Sale,-226.46,
10/11/2024,10/13/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
10/11/2024,10/13/2024,EXXON BOLLA OPEATING C,Gas,Sale,-20.02,
10/10/2024,10/13/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
10/11/2024,10/13/2024,LOWES #02284*,Home,Sale,-40.63,
10/10/2024,10/11/2024,DUNKIN #365295,Food & Drink,Sale,-2.17,
10/11/2024,10/11/2024,UBER   *EATS,Food & Drink,Sale,-15.11,
10/09/2024,10/11/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
10/11/2024,10/11/2024,APPLE.COM/BILL,Shopping,Sale,-2.17,
10/10/2024,10/11/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
10/10/2024,10/11/2024,UBER   *TRIP,Travel,Sale,-13.97,
10/09/2024,10/11/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
10/09/2024,10/10/2024,OVH US LLC,Professional Services,Sale,-15.14,
10/09/2024,10/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
10/09/2024,10/10/2024,TST*ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
10/10/2024,10/10/2024,GOOGLE *YouTubePremium,Shopping,Sale,-13.99,
10/10/2024,10/10/2024,UBER   *EATS,Food & Drink,Sale,-36.62,
10/08/2024,10/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
10/09/2024,10/09/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
10/08/2024,10/08/2024,UBER   *TRIP,Travel,Sale,-19.99,
10/06/2024,10/08/2024,MANHATTAN YOUTH RECREATIO,Entertainment,Sale,-24.92,
10/07/2024,10/08/2024,SQ *SEPHARDIC MEDICAL CEN,Health & Wellness,Sale,-30.00,
10/07/2024,10/08/2024,TST* LE MARAIS,Food & Drink,Sale,-123.08,
10/06/2024,10/08/2024,JUICE GENERATION 23,Food & Drink,Sale,-11.49,
10/06/2024,10/08/2024,TST*CITY VINEYARD - PIER,Food & Drink,Sale,-20.56,
10/06/2024,10/07/2024,CVS/PHARMACY #11059,Health & Wellness,Sale,-8.31,
10/06/2024,10/07/2024,KRISPY KREME #1937,Food & Drink,Sale,-2.69,
10/06/2024,10/07/2024,SQ *PRIVE,Shopping,Sale,-50.75,
10/06/2024,10/07/2024,SQ *GERSHWIN SANDBAR CONC,Food & Drink,Sale,-6.00,
10/02/2024,10/04/2024,TST*BENNYS BRICK OVEN PI,Food & Drink,Sale,-6.81,
10/01/2024,10/02/2024,TST*MARTHAS COUNTRY BAKE,Food & Drink,Sale,-41.20,
10/01/2024,10/02/2024,TAP AIR     0000011612298,Travel,Sale,-1338.43,
10/01/2024,10/02/2024,BREW AND BITE CAFE,Food & Drink,Sale,-5.43,
10/01/2024,10/02/2024,UBER   *EATS,Food & Drink,Sale,-10.32,
10/02/2024,10/02/2024,TICKPICK,Entertainment,Sale,-384.00,
09/30/2024,10/01/2024,BREW AND BITE CAFE,Food & Drink,Sale,-5.43,
09/29/2024,09/30/2024,SHOPIFY* 279370843,Shopping,Sale,-42.47,
09/29/2024,09/30/2024,KRISPY KREME #1937,Food & Drink,Sale,-26.42,
09/28/2024,09/30/2024,M CONVENIENCE AND GIFTS I,Groceries,Sale,-58.24,
09/28/2024,09/29/2024,TST*ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
09/26/2024,09/29/2024,7-ELEVEN 36802,Gas,Sale,-7.31,
09/28/2024,09/29/2024,FIVERR *,Personal,Sale,-37.73,
09/28/2024,09/29/2024,GOOGLE *ONE AI Premium,Shopping,Sale,-21.76,
09/26/2024,09/27/2024,UBER *TRIP HELP.UBER.COM,Travel,Sale,-8.94,
09/25/2024,09/26/2024,CK *MIKVA KHAL BNAI SH,Gifts & Donations,Sale,-4.00,
09/26/2024,09/26/2024,UBER   *EATS,Food & Drink,Sale,-32.43,
09/25/2024,09/26/2024,7-ELEVEN 33704,Gas,Sale,-5.73,
09/24/2024,09/26/2024,DYKER BEACH 123 PS,Entertainment,Sale,-97.78,
09/24/2024,09/25/2024,BREW AND BITE CAFE,Food & Drink,Sale,-5.43,
09/25/2024,09/25/2024,UBER   *EATS,Food & Drink,Sale,-34.70,
09/24/2024,09/25/2024,BREW AND BITE CAFE,Food & Drink,Sale,-5.43,
09/23/2024,09/25/2024,L&amp;B SPUMONI GARDENS,Food & Drink,Sale,-7.00,
09/24/2024,09/24/2024,Payment Thank You-Mobile,,Payment,2712.50,
09/23/2024,09/24/2024,CVS/PHARMACY #02699,Health & Wellness,Sale,-8.99,
09/24/2024,09/24/2024,UBER   *EATS,Food & Drink,Sale,-18.70,
09/21/2024,09/23/2024,M CONVENIENCE AND GIFTS I,Groceries,Sale,-104.00,
09/22/2024,09/23/2024,BENNY`S BRICK OVEN PIZZA,Food & Drink,Sale,-17.75,
09/22/2024,09/23/2024,GLF*MARINEPARKGC,Food & Drink,Sale,-14.25,
09/22/2024,09/23/2024,MARINE PARK GOLF COURSE,Entertainment,Sale,-12.00,
09/22/2024,09/23/2024,SQ *MARINE PARK GOLF COUR,Food & Drink,Sale,-3.00,
09/22/2024,09/23/2024,SQ *MARINE PARK GOLF COUR,Food & Drink,Sale,-4.00,
09/20/2024,09/22/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
09/19/2024,09/22/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
09/19/2024,09/22/2024,BLOOMINGDALES  SOHO,Shopping,Return,339.69,
09/19/2024,09/22/2024,EXXON KINGS MILL C-STO,Gas,Sale,-3.49,
09/19/2024,09/22/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
09/19/2024,09/20/2024,TST*SANT AMBROEUS GELATE,Food & Drink,Sale,-7.63,
09/18/2024,09/19/2024,UBER   *EATS,Food & Drink,Sale,-34.70,
09/17/2024,09/19/2024,TST*MARGEZ GRILL HOUSE,Food & Drink,Sale,-194.01,
09/16/2024,09/18/2024,BROOKLYN SQUARE,Personal,Sale,-25.00,
09/15/2024,09/17/2024,FRESH CUT FLOWERS,Shopping,Sale,-108.87,
09/17/2024,09/17/2024,APPLE.COM/BILL,Shopping,Sale,-2.17,
09/14/2024,09/16/2024,NOVITA RISTORANTE,Food & Drink,Sale,-156.11,
09/15/2024,09/16/2024,SOHO LEMONTREE INC,Groceries,Sale,-9.02,
09/15/2024,09/16/2024,SQ *THIERRY ATLAN SOHO,Groceries,Sale,-6.42,
09/15/2024,09/16/2024,SQ *CHOBANI CAFE,Food & Drink,Sale,-51.33,
09/13/2024,09/15/2024,MAMALEH,Food & Drink,Sale,-21.15,
09/12/2024,09/15/2024,LITTLE CUPCAKE BAKESHOP,Food & Drink,Sale,-13.78,
09/13/2024,09/15/2024,GOOGLE *YT Primetime,Shopping,Sale,-14.99,
09/12/2024,09/13/2024,SQ *GIL'S GRILL AND DELI,Food & Drink,Sale,-2.75,
09/12/2024,09/13/2024,OPENAI,Shopping,Sale,-10.89,
09/12/2024,09/13/2024,BLOOMINGDALES  SOHO,Shopping,Sale,-822.06,
09/12/2024,09/12/2024,LYFT   *1 RIDE 09-10,Travel,Sale,-2.61,
09/11/2024,09/12/2024,TST*ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
09/12/2024,09/12/2024,UBER   *EATS,Food & Drink,Sale,-22.77,
09/10/2024,09/11/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
09/10/2024,09/11/2024,UBER   *EATS,Food & Drink,Sale,-16.76,
09/10/2024,09/11/2024,SQ *DAVEY'S ICE CREAM,Food & Drink,Sale,-8.98,
09/10/2024,09/10/2024,UBER   *EATS,Food & Drink,Sale,-20.78,
09/09/2024,09/10/2024,OVH US LLC,Professional Services,Sale,-13.00,
09/09/2024,09/10/2024,OVH US LLC,Professional Services,Sale,-7.40,
09/10/2024,09/10/2024,GOOGLE *YouTubePremium,Shopping,Sale,-13.99,
09/09/2024,09/10/2024,UBER   *EATS,Food & Drink,Sale,-31.05,
09/08/2024,09/09/2024,WAWA 8369,Gas,Sale,-9.65,
09/08/2024,09/09/2024,WAWA 8369,Gas,Sale,-4.08,
09/08/2024,09/09/2024,GLF*LAKEWOODCOUNTRYCLUB,Entertainment,Sale,-144.52,
09/08/2024,09/09/2024,7-ELEVEN 11036,Gas,Sale,-1.79,
09/09/2024,09/09/2024,UBER   *EATS,Food & Drink,Sale,-22.54,
09/06/2024,09/08/2024,TST*ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
09/07/2024,09/08/2024,PLAYA BOWLS - OAKHURST,Food & Drink,Sale,-9.05,
09/06/2024,09/08/2024,WALGREENS #5201,Health & Wellness,Sale,-6.40,
09/06/2024,09/08/2024,MICHAELS STORES 5029,Shopping,Sale,-6.38,
09/05/2024,09/08/2024,L&amp;B SPUMONI GARDENS,Food & Drink,Sale,-13.75,
09/06/2024,09/08/2024,MAMALEH,Food & Drink,Sale,-14.16,
09/05/2024,09/08/2024,JERUSALEM STEAKHOUSE,Food & Drink,Sale,-28.31,
09/05/2024,09/06/2024,GLF*GolfNowReservation,Entertainment,Sale,-12.46,
09/05/2024,09/05/2024,LYFT   *1 RIDE 09-03,Travel,Sale,-1.83,
09/03/2024,09/05/2024,AVENUE U MINI MARKET,Groceries,Sale,-62.40,
09/03/2024,09/05/2024,1US TENNIS ASC,Food & Drink,Sale,-46.00,
09/03/2024,09/05/2024,2US TENNIS ASC,Food & Drink,Sale,-23.00,
09/03/2024,09/05/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
09/04/2024,09/05/2024,UBER   *EATS,Food & Drink,Sale,-17.54,
09/03/2024,09/05/2024,SESAME FLATBUSH,Groceries,Sale,-32.00,
